"id","name"
"026bb992-ae5f-4e05-9081-7e927ff1d472","Bank"
"16dc607d-b4b3-4744-a148-7f035e889288","BOSS"
"3443a193-16b1-4dbe-b36d-dd4b89c5ef5c","fresh"
"8c8257d0-878a-473e-a9d1-e3e3a73af043","TPG"
"c18c0ba0-0833-46d4-91cb-4239dfa99618","ACE"
"c331abe1-e7aa-4d31-9f10-11b98219cb66","KK"
